cluster,m_frontWing,m_rearWing,m_onThrottle,m_offThrottle,m_frontCamber,m_rearCamber,m_frontToe,m_rearToe,m_frontSuspension,m_rearSuspension,m_frontAntiRollBar,m_rearAntiRollBar,m_frontSuspensionHeight,m_rearSuspensionHeight,m_brakePressure,m_brakeBias,m_engineBraking,m_rearLeftTyrePressure,m_rearRightTyrePressure,m_frontLeftTyrePressure,m_frontRightTyrePressure,lapTime
1,46.0,39.0,86.0,34.0,-3.5,-2.200000047683716,0.0,0.0200000002980232,41.0,5.6,16.6,17.4,23.0,57.4,100.0,50.8,94.0,26.5,26.5,29.5,29.5,72616.8
0,25.333333333333332,24.666666666666668,60.0,48.333333333333336,-2.8666667143503823,-1.600000023841858,0.11333333452542615,0.2100000033775965,13.0,8.333333333333334,10.0,6.333333333333333,33.666666666666664,69.0,100.0,54.0,53.333333333333336,21.0,21.0,23.46666717529297,23.46666717529297,73555.33333333333
